r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,Skintone,Season
118,90,64,228,199,171,52,38,23,251,236,220,white,spring
248,229,224,253,213,94,255,111,97,98,59,65,white,spring
154,208,221,232,219,203,169,152,238,73,90,77,white,spring
175,127,81,178,187,184,101,70,62,109,46,24,white,spring
37,52,28,113,166,46,199,250,199,139,224,57,white,spring
83,86,90,5,6,6,99,76,65,247,244,239,white,spring
242,238,247,27,74,86,163,163,183,255,26,76,darkbrown,summer
216,210,151,240,231,222,199,37,68,153,135,126,white,spring
61,51,57,158,186,211,248,231,224,137,121,144,white,spring
223,54,45,26,26,29,211,211,203,13,105,139,darkbrown,summer
46,86,96,86,97,96,107,219,224,221,210,192,white,spring
173,180,160,214,203,176,180,116,96,102,60,16,white,spring
244,226,67,253,213,94,45,115,193,65,72,60,darkbrown,summer
82,85,80,225,223,208,36,38,43,125,161,191,white,spring
215,213,215,125,116,133,81,165,174,4,0,0,white,winter
180,197,182,63,152,175,28,155,142,16,86,79,white,summer
178,60,60,95,167,208,2,132,118,1,80,43,darkbrown,summer
66,136,174,233,218,196,113,102,113,216,223,229,white,spring
36,32,43,255,240,223,169,112,97,108,71,61,white,spring
218,179,64,235,149,55,62,78,48,112,79,112,darkbrown,summer
130,152,103,199,214,229,240,232,173,118,130,112,white,spring
132,98,124,218,196,192,117,230,218,22,121,111,white,spring
106,108,80,131,64,48,204,113,48,224,186,71,white,spring
251,212,140,255,243,236,255,250,229,248,117,149,white,spring
226,220,208,32,32,32,189,178,160,84,93,96,darkbrown,summer
35,63,111,200,188,171,241,161,126,222,221,226,white,spring
29,35,48,249,41,149,236,219,200,247,201,182,white,spring
26,51,21,11,28,72,200,218,233,1,58,32,olive,winter
239,238,233,1,99,103,19,41,42,133,149,121,white,winter
227,230,224,194,210,217,49,53,46,68,128,68,darkbrown,summer
111,93,68,220,119,38,206,189,158,97,108,68,white,spring
0,129,172,132,48,171,225,237,231,243,166,176,white,spring
90,51,32,133,75,91,229,162,80,243,235,208,white,spring
113,114,107,32,38,32,101,88,64,208,230,234,white,spring
83,106,121,208,172,144,241,239,240,214,82,66,white,spring
207,4,90,110,53,98,110,103,106,180,100,163,white,spring
83,106,121,208,172,144,241,239,240,214,82,66,white,spring
169,201,209,249,246,240,196,163,120,59,60,66,white,spring
236,0,98,154,124,138,255,11,172,223,223,224,white,spring
236,224,207,168,199,147,242,193,171,179,128,99,white,spring
144,121,112,202,193,176,133,75,80,134,147,160,white,spring
145,22,26,226,225,220,1,65,68,4,10,24,darkbrown,summer
217,128,48,172,151,192,72,58,112,253,195,32,white,spring
141,164,131,68,64,63,219,252,219,245,246,240,white,spring
0,0,0,255,74,59,255,247,151,227,66,52,white,spring
73,68,80,185,99,80,248,154,133,193,229,224,white,spring
35,66,74,87,165,184,232,238,234,89,13,17,white,autumn
45,15,10,203,154,159,165,165,203,231,219,225,white,spring
232,227,233,0,157,163,179,115,118,0,0,0,darkbrown,summer
165,178,202,159,169,117,224,154,67,238,194,104,white,spring
253,244,227,163,157,146,214,206,192,207,111,47,white,spring
138,70,179,88,93,38,177,117,255,202,194,183,white,spring
188,236,246,247,245,246,255,0,57,255,134,145,white,spring
181,105,92,255,165,156,255,243,217,108,31,131,white,spring
214,48,76,26,26,29,255,250,254,218,116,111,white,winter
129,171,188,77,94,56,241,243,243,64,58,44,white,winter
59,9,24,78,112,106,31,25,43,238,199,187,white,spring
152,112,93,224,122,138,216,214,215,230,170,55,white,spring
71,72,74,192,201,208,153,157,160,130,133,142,white,spring
220,207,202,57,147,117,13,99,101,203,93,9,darkbrown,summer
69,176,140,37,93,96,232,128,152,53,181,230,white,spring
211,202,195,185,150,141,101,70,62,76,52,47,white,spring
226,247,243,234,200,165,192,64,33,44,140,131,white,spring
224,238,229,148,207,214,159,169,117,236,117,93,white,spring
186,212,208,151,155,128,209,204,192,251,238,240,white,spring
155,109,69,220,195,151,215,217,213,132,147,118,white,spring
107,77,64,255,205,99,229,155,96,160,96,58,white,spring
105,169,195,96,138,177,129,122,191,178,216,177,white,spring
130,107,157,246,195,36,146,179,194,255,238,218,white,spring
32,19,21,231,109,87,248,243,235,86,56,45,white,spring
40,41,32,112,79,112,227,217,224,185,222,176,white,spring
253,188,213,1,148,154,154,119,107,236,179,153,white,winter
203,205,203,109,129,92,192,117,58,50,52,50,white,spring
139,150,159,63,65,34,194,191,182,190,211,171,white,spring
161,106,232,251,100,165,58,62,95,86,113,0,white,spring
92,61,32,156,177,96,226,97,144,245,172,208,white,spring
214,154,144,225,220,224,174,106,80,192,128,112,white,spring
32,19,21,231,109,87,248,243,235,86,56,45,white,spring
218,97,32,218,219,208,191,161,128,234,173,112,white,spring
253,225,178,168,176,130,236,59,80,84,37,51,white,spring
86,189,201,70,73,71,114,198,75,226,228,231,white,spring
78,81,79,233,237,233,2,132,118,1,65,58,darkbrown,summer
85,94,82,183,190,144,199,177,111,204,212,204,white,spring
228,122,98,115,99,80,167,177,149,233,218,196,white,spring
229,232,233,105,165,186,157,15,64,164,181,59,white,spring
39,45,131,0,117,62,197,146,241,165,167,207,white,spring
220,175,142,94,136,98,222,222,224,244,186,191,white,spring
49,113,64,151,175,144,36,191,176,250,215,224,white,spring
236,164,93,234,109,93,253,223,134,92,71,50,white,spring
238,231,83,107,163,100,194,29,79,234,21,147,white,spring
93,18,18,173,106,90,219,224,220,18,21,26,white,spring
127,160,51,44,109,13,195,131,181,223,68,169,white,spring
242,238,229,79,3,54,204,8,138,217,192,250,darkbrown,summer
95,152,52,255,61,51,227,190,224,253,131,0,white,spring
72,52,47,254,196,134,231,95,99,28,165,201,white,spring
50,130,224,223,224,224,44,77,144,12,17,32,white,spring
203,186,168,35,36,37,186,186,186,188,157,110,white,winter
244,176,98,201,192,130,173,96,93,138,212,185,white,spring
185,116,128,188,205,192,241,229,160,227,217,224,white,spring
227,122,48,159,168,64,239,177,64,116,93,32,white,spring
156,90,84,110,94,94,247,186,142,104,131,165,white,spring
243,238,220,159,169,117,250,237,51,202,156,22,white,spring
249,192,84,255,243,236,255,240,214,248,117,149,white,spring
179,187,186,0,73,58,0,9,0,205,131,110,olive,winter
182,197,154,193,203,104,32,50,62,215,215,215,darkbrown,spring
0,97,96,239,189,192,193,194,192,232,196,32,white,spring
57,177,192,141,221,224,119,91,80,230,233,208,white,spring
0,75,2,0,92,184,21,54,114,229,30,32,darkbrown,summer
204,178,143,179,193,168,247,247,249,74,65,56,white,spring
247,202,201,232,235,212,173,182,255,149,103,91,white,spring
173,182,255,65,32,169,173,226,146,62,0,74,darkbrown,summer
235,241,239,43,125,107,223,54,45,195,248,223,white,spring
237,230,224,204,193,189,228,193,153,252,192,197,white,spring
86,69,62,33,28,29,224,215,199,241,226,173,white,spring
113,0,25,31,108,102,231,230,227,217,239,147,white,spring
40,120,175,164,207,234,122,112,103,59,78,104,white,spring
86,69,62,33,28,29,224,215,199,241,226,173,white,spring
180,248,200,21,224,82,234,16,28,174,9,0,darkbrown,summer
27,12,11,165,93,75,144,104,118,247,201,182,white,spring
137,117,128,68,74,128,135,119,192,254,138,160,white,spring
47,38,46,214,37,152,204,156,110,249,254,254,white,spring
124,128,128,241,213,176,251,245,224,80,137,160,white,spring
38,39,49,182,141,202,94,68,208,100,130,252,white,spring
38,91,139,236,236,235,132,199,242,115,145,200,white,spring
113,0,25,31,108,102,231,230,227,217,239,147,white,spring
225,29,112,251,74,176,204,232,96,235,224,208,white,spring
107,60,48,205,129,80,239,205,176,247,203,202,white,spring
54,72,80,232,226,212,133,75,91,140,166,144,white,spring
102,123,128,218,220,208,133,75,91,40,47,48,white,spring
72,113,232,181,163,255,171,114,159,45,22,116,white,spring
157,232,156,121,180,84,85,145,102,35,38,35,white,spring
57,28,16,237,180,144,247,202,201,247,239,224,white,spring
99,29,23,242,237,233,218,116,111,241,180,22,white,spring
62,66,77,143,145,107,220,161,184,237,223,222,white,spring
214,201,211,193,194,173,143,145,107,95,46,72,white,spring
114,123,140,211,216,192,239,215,133,102,101,99,white,spring
0,12,44,250,191,68,243,22,30,251,214,168,white,spring
170,106,64,242,232,208,248,131,112,235,196,144,white,spring
255,228,226,255,203,118,255,101,1,144,3,0,white,spring
82,58,40,248,193,117,115,149,46,204,185,159,white,spring
79,55,80,160,171,80,237,122,48,174,59,32,white,spring
132,144,160,79,71,111,161,106,232,234,213,159,white,spring
123,104,103,252,254,241,0,93,158,255,101,1,white,spring
118,119,115,240,252,246,255,241,208,76,80,99,white,spring
50,55,62,246,241,231,206,125,103,47,80,97,white,spring
16,64,76,194,119,84,124,156,171,126,117,97,white,spring
0,0,0,58,73,104,255,61,51,0,135,202,white,spring
81,126,100,138,166,160,60,61,48,223,153,22,white,spring
202,64,80,218,165,144,133,75,91,159,180,176,white,spring
165,142,128,248,154,133,117,97,96,248,226,192,white,spring
177,172,169,73,159,164,171,105,98,167,160,141,white,spring
73,159,164,190,198,195,233,188,139,61,74,85,white,spring
248,207,192,222,146,80,223,44,48,27,22,80,white,spring
96,220,224,32,173,208,208,226,208,74,134,112,white,summer
238,163,97,134,137,146,255,163,132,170,58,54,white,spring
81,64,96,120,92,96,231,145,168,29,14,48,white,spring
117,230,218,139,189,194,48,110,111,118,78,89,darkbrown,summer
31,176,113,124,244,124,193,216,225,33,65,50,white,spring
231,214,192,116,145,160,54,78,81,190,150,133,darkbrown,summer
0,38,66,255,39,104,248,249,252,113,0,25,white,spring
248,207,192,222,146,80,223,44,48,27,22,80,white,spring
217,178,149,255,69,0,223,246,241,92,129,92,white,spring
211,205,187,93,230,28,227,168,156,180,0,2,white,winter
0,97,156,118,166,184,198,154,158,255,176,103,white,spring
107,88,82,246,240,231,140,187,189,245,108,102,white,spring
117,131,80,213,230,240,11,46,64,123,194,224,darkbrown,summer
81,64,96,120,92,96,231,145,168,29,14,48,white,spring
108,192,192,52,91,37,120,90,123,236,165,32,darkbrown,summer
105,108,96,223,229,218,180,180,176,176,183,192,white,spring
111,106,112,83,132,144,241,213,176,36,49,48,white,spring
37,33,38,247,98,1,223,177,6,242,241,226,white,spring
75,57,47,43,39,34,168,144,125,240,225,202,white,spring
54,48,45,71,148,153,233,233,233,94,18,31,olive,winter
175,103,96,241,245,240,156,190,192,13,98,144,white,spring
3,0,0,133,87,53,180,126,82,214,174,144,white,spring
140,156,175,226,221,207,216,127,152,169,159,159,white,spring
44,44,36,181,192,196,62,68,45,184,73,1,white,spring
40,118,134,223,209,169,199,159,167,96,102,142,white,spring
62,63,64,253,232,147,228,225,208,217,104,48,white,spring
147,155,102,131,139,194,175,200,196,183,114,82,white,spring
97,108,89,28,68,44,185,167,187,79,71,111,white,spring
56,56,56,150,140,125,245,245,245,221,152,45,white,spring
203,186,168,33,34,35,233,233,233,188,157,110,white,autumn
250,252,246,255,205,145,146,184,255,32,115,179,darkbrown,summer
236,181,150,253,249,244,229,114,131,50,8,61,white,spring
253,239,231,109,73,64,196,90,118,241,185,137,white,spring
254,254,254,171,114,159,45,22,116,72,113,232,white,summer
234,200,200,39,60,58,250,208,44,106,92,91,white,spring
128,136,184,152,134,134,108,186,194,252,218,134,white,spring
124,52,73,159,169,117,227,105,130,230,203,206,white,spring
217,178,149,221,63,15,223,246,241,92,129,92,white,spring
0,61,122,220,210,197,98,152,233,149,16,46,white,spring
5,158,203,195,215,249,7,19,48,34,85,220,darkbrown,summer
39,17,41,139,229,173,220,131,145,232,235,221,white,spring
145,97,115,251,246,249,38,178,194,67,88,97,white,spring
95,33,142,170,48,98,219,228,242,167,168,202,white,spring
0,61,122,220,210,197,98,152,233,149,16,46,white,spring
189,188,194,62,63,67,88,122,129,123,88,61,darkbrown,summer
39,17,41,139,229,173,220,131,145,232,235,221,white,spring
94,79,64,243,242,231,244,149,134,180,185,163,white,spring
147,163,135,45,22,116,250,250,252,131,139,194,white,spring
47,48,48,73,79,89,123,136,160,188,203,224,white,spring
255,39,104,166,113,114,246,241,205,235,0,127,white,spring
64,41,120,39,83,22,96,47,247,149,113,213,white,spring
239,207,194,36,92,49,96,63,139,209,215,219,darkbrown,summer
67,49,0,13,79,51,212,182,48,172,116,0,white,spring
47,54,47,248,250,249,217,211,198,120,137,120,white,spring
135,129,128,239,249,240,221,225,192,152,180,208,white,spring
220,220,208,194,181,157,252,119,130,134,150,126,white,spring
27,36,50,70,68,71,189,188,178,242,55,176,white,spring
59,71,84,165,169,179,116,17,47,0,0,0,white,spring
251,222,193,212,187,221,18,90,121,8,45,48,olive,summer
4,10,24,236,243,251,35,66,74,67,117,138,white,spring
254,178,129,53,54,67,0,115,92,255,143,98,olive,winter
127,95,83,178,205,216,53,83,113,76,137,159,darkbrown,spring
24,24,24,107,202,226,87,165,184,72,51,71,white,spring
155,152,150,103,210,240,0,61,122,0,92,184,olive,summer
95,97,59,52,40,41,222,179,173,203,133,124,white,spring
205,171,122,64,34,32,205,146,74,99,79,64,white,spring
201,208,173,205,158,125,255,243,217,64,68,79,white,spring
50,85,5,171,167,12,255,204,0,240,238,218,white,spring
138,66,122,155,180,168,43,50,54,177,222,193,white,spring
47,54,62,140,112,115,82,181,175,181,222,217,white,spring
224,233,224,125,169,192,20,89,112,6,76,168,white,summer
95,7,8,193,9,18,240,11,24,226,217,202,white,spring
178,170,160,41,37,13,89,149,194,255,213,103,darkbrown,summer
212,220,208,116,52,128,112,207,208,86,196,16,olive,winter
97,134,153,193,82,76,223,145,94,218,232,139,white,spring
6,7,11,130,167,191,214,225,235,235,221,199,white,spring
255,255,255,76,112,200,116,220,247,236,243,251,olive,summer
184,180,64,252,74,64,138,158,161,252,172,64,white,spring
112,79,112,214,203,192,202,218,172,85,109,112,white,spring
236,228,220,24,59,7,255,211,169,226,226,236,white,spring
255,0,128,150,79,76,176,143,112,239,230,208,white,spring
199,72,58,250,233,226,255,203,164,0,0,0,white,spring
187,87,96,58,162,144,174,214,208,222,84,108,white,spring
212,220,208,116,52,128,112,207,208,86,196,16,olive,winter
203,19,131,110,53,98,49,30,38,69,67,55,darkbrown,summer
57,43,36,143,95,70,227,189,158,201,173,166,white,spring
38,41,32,68,75,80,182,175,144,91,95,80,white,spring
213,154,104,235,237,236,89,63,59,114,117,119,white,spring
61,102,135,92,78,78,225,88,179,248,231,232,white,spring
114,84,70,232,232,230,198,184,181,119,115,114,white,spring
240,190,96,247,246,240,99,0,86,36,0,48,darkbrown,summer
229,200,148,90,114,79,204,203,209,1,65,58,white,spring
76,212,224,138,171,174,142,110,82,247,230,218,white,spring
238,197,172,219,148,74,253,244,227,25,27,24,white,spring
24,20,16,59,55,48,157,148,128,140,116,96,white,spring
35,33,35,136,7,11,214,216,230,103,129,161,white,spring
41,255,255,217,201,160,213,33,48,210,229,224,white,spring
161,27,27,250,247,237,204,82,22,72,61,60,white,spring
0,33,52,200,196,193,255,176,103,139,163,168,white,spring
148,140,128,99,47,48,208,17,16,162,211,233,white,spring
228,70,80,235,99,160,251,209,96,248,168,197,white,spring
29,34,34,137,163,213,188,188,219,58,120,175,white,spring
255,163,132,203,78,71,255,137,118,25,2,4,white,spring
197,200,215,65,90,45,153,100,168,129,85,186,darkbrown,spring
178,72,16,46,39,0,235,104,32,247,194,48,white,spring
250,208,44,29,17,19,188,132,101,203,39,78,white,spring
229,203,206,211,94,144,203,208,180,42,31,31,white,spring
89,84,33,228,168,83,243,120,36,147,60,19,white,spring
149,166,176,216,207,48,28,168,224,60,196,240,darkbrown,summer
86,1,22,249,71,35,4,211,188,232,238,241,white,spring
95,171,208,30,85,46,39,100,128,173,222,64,darkbrown,summer
225,61,0,0,130,123,251,251,227,127,102,42,white,spring
67,71,69,189,166,114,249,246,240,189,189,180,white,spring
178,131,32,250,238,224,208,17,16,245,213,64,white,spring
172,32,61,1,222,230,27,68,176,255,255,255,white,spring
137,157,176,195,205,214,21,34,122,4,6,31,darkbrown,summer
72,75,54,205,100,49,221,167,3,169,211,51,white,spring
41,70,82,55,148,125,255,26,76,226,220,214,white,spring
140,158,104,255,158,100,255,202,62,131,49,176,white,spring
19,92,0,255,216,0,251,100,165,96,47,247,white,spring
123,154,159,212,170,128,10,167,160,6,212,208,darkbrown,summer
10,22,64,232,188,144,240,106,176,19,107,192,white,spring
161,208,238,21,166,183,2,101,171,108,68,46,olive,winter
250,208,44,29,17,19,188,132,101,203,39,78,white,spring
220,119,38,126,156,173,131,113,38,180,0,37,white,spring
149,166,176,216,207,48,28,168,224,60,196,240,darkbrown,summer
86,1,22,249,71,35,4,211,188,232,238,241,white,spring
78,4,7,188,10,15,223,161,25,19,129,120,white,spring
94,63,61,149,103,91,244,145,183,247,204,173,white,spring
198,136,121,68,17,14,254,251,195,49,52,51,white,spring
134,56,48,154,127,160,199,108,80,232,178,178,white,spring
52,52,57,255,101,1,210,208,197,50,83,89,white,spring
20,139,75,183,189,169,89,157,156,22,121,111,white,spring
58,92,112,216,216,208,147,131,112,115,153,176,white,spring
67,2,3,242,237,233,218,116,111,241,180,22,white,spring
137,160,112,202,215,224,134,146,160,227,217,224,white,spring
83,80,32,232,235,208,55,121,128,64,0,104,white,spring
63,140,38,205,2,49,65,32,169,244,224,112,white,spring
210,202,216,234,178,116,168,115,107,99,79,64,white,spring
125,161,191,246,206,173,31,124,94,77,183,173,darkbrown,summer
76,203,192,224,246,224,151,59,16,237,173,80,white,spring
150,106,170,213,146,223,133,175,76,184,208,221,white,spring
35,66,74,193,218,225,87,165,184,54,180,175,white,spring
59,84,110,246,195,36,197,184,94,70,166,188,white,spring
227,186,200,109,166,246,1,148,154,255,213,113,darkbrown,summer
64,69,68,246,241,238,79,26,24,250,235,217,white,spring
125,108,129,255,219,21,241,129,8,198,15,15,white,spring
35,44,24,92,3,140,182,227,5,238,238,238,white,spring
244,151,11,245,228,225,51,26,17,213,32,87,white,spring
34,46,68,211,210,212,118,120,122,27,80,186,white,spring
56,102,124,151,177,223,21,39,58,130,176,189,darkbrown,summer
241,220,192,73,84,36,222,146,48,183,173,16,olive,winter
68,80,103,196,211,242,15,15,15,69,115,160,darkbrown,summer
241,223,95,241,238,244,197,95,252,160,47,73,white,spring
132,144,160,79,71,111,177,159,249,234,213,159,white,spring
221,221,224,126,208,240,39,143,240,24,35,64,olive,summer
237,225,208,224,175,96,202,73,0,91,51,48,white,spring
246,189,112,225,93,64,235,241,240,173,200,160,white,spring
200,154,145,146,104,67,216,210,151,98,118,109,white,spring
52,138,192,201,199,227,137,123,193,36,46,45,white,spring
91,49,46,156,97,213,255,205,35,248,0,0,white,spring
249,246,240,1,2,6,194,158,125,31,79,60,darkbrown,winter
148,0,0,78,112,106,31,25,43,238,199,187,white,spring
34,85,220,255,184,93,255,84,18,3,10,4,white,spring
132,144,160,79,71,111,177,159,249,234,213,159,white,spring
160,142,132,74,97,99,195,196,190,211,164,135,white,spring
199,72,58,250,233,226,251,181,116,0,0,0,white,spring
237,225,208,224,175,96,202,73,0,91,51,48,white,spring
148,0,0,78,112,106,31,25,43,238,199,187,white,spring
